Targa,Id,Odonimo,Codvia,Lunghezza,Data rilievo,Tecnico incaricato,ID Pianta,Specie,Sito Impianto,Lat,Log,h (m),Diametro (cm),Dist. sede stradale (m),Dist. marciapiede (m),CPC,Cod. lavorazione/elenco prezzi,Note,Data lav. F1,Cod. lavorazione - F2,Lavori - F2,Prezzo F2,Data lav. F2,Cod. lavorazione - F3,Lavori - F3,Prezzo F3,Data lav. F3,Cod. lavorazione - F4,Lavori - F4,Prezzo F4,Data lav. F4,Descrizione,Unità di misura,Prezzo Unitario,UPL,Quartiere,Circoscrizione,CO2 catturata (kg/anno),O2 prodotto (kg/anno)
AC043AC,ALB_244,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,051,Ficus microcarpa,Cercine,38.104205,13.384096,12,53,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,27.2,19.73
AC044AC,ALB_245,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,052,Ficus microcarpa,Cercine,38.104081,13.384294,12,53,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Settecannoli,Settecannoli,II,27.2,19.73
AC045AC,ALB_246,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,053,Ficus microcarpa,Cercine,38.103999,13.384447,12,48,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.66,19.34
AC046AC,ALB_247,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,054,Ficus microcarpa,Cercine,38.103910,13.384604,12,50,0.5,0.2,C,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.88,19.5
AC047AC,ALB_248,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,055,Ficus microcarpa,Cercine,38.103859,13.384693,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC048AC,ALB_249,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,056,Ficus microcarpa,Cercine,38.103816,13.384760,12,40,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,25.8,18.72
AC049AC,ALB_250,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,057,Ficus microcarpa,Cercine,38.103769,13.384843,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC050AC,ALB_251,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,058,Ficus microcarpa,Cercine,38.103697,13.384998,12,78,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,29.89,21.68
AC051AC,ALB_252,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,059,Ficus microcarpa,Cercine,38.103659,13.385064,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC052AC,ALB_253,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,060,Ficus microcarpa,Cercine,38.103619,13.385130,12,42,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.02,18.88
AC053AC,ALB_254,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,061,Ficus microcarpa,Cercine,38.103582,13.385193,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC054AC,ALB_255,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,062,Ficus microcarpa,Cercine,38.103545,13.385248,12,52,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,27.09,19.66
AC055AC,ALB_256,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,063,Ficus microcarpa,Cercine,38.103477,13.385351,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC056AC,ALB_257,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,064,Ficus microcarpa,Cercine,38.103442,13.385421,12,50,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,26.88,19.5
AC057AC,ALB_258,Viale Dei Picciotti - B,354100,979,13/12/1025,Dott. Roberto Marceddu,065,Ficus microcarpa,Cercine,38.103399,13.385485,12,54,0.5,0.2,B,APL.026S,,,,,,,,,,,,,,,,,,Settecannoli,Settecannoli,II,27.31,19.81
AC058AC,ALB_259,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,001,Ficus microcarpa,Aiuola pedonale,38.143059,13.357139,12,65,3.5,0.8,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.49,20.67
AC059AC,ALB_260,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,002,Ficus microcarpa,Aiuola pedonale,38.143089,13.357257,12,65,3.6,0.9,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.49,20.67
AC060AC,ALB_261,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,003,Ficus microcarpa,Aiuola pedonale,38.143135,13.357388,12,66,3.7,0.10,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.6,20.75
AC061AC,ALB_262,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,004,Ficus microcarpa,Aiuola pedonale,38.143288,13.358374,12,58,1.2,0.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.74,20.12
AC062AC,ALB_263,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,005,Ficus microcarpa,Aiuola pedonale,38.143315,13.358590,12,46,1.3,0.8,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.45,19.19
AC063AC,ALB_264,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,006,Ficus microcarpa,Aiuola pedonale,38.143339,13.358712,12,50,1.5,1.2,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.88,19.5
AC064AC,ALB_265,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,007,Ficus microcarpa,Aiuola pedonale,38.143359,13.358845,12,43,1.2,1,D,APL.018S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,,,,,Abbattimento chioma espansa h.12-16m,cad,€316.90,Acquasanta,Montepellegrino,VIII,26.12,18.95
AC065AC,ALB_266,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,008,Ficus microcarpa,Aiuola pedonale,38.143359,13.358845,12,47,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.55,19.27
AC066AC,ALB_267,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,009,Ficus microcarpa,Aiuola pedonale,38.143375,13.358992,12,45,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.34,19.11
AC067AC,ALB_268,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,010,Ficus microcarpa,Cercine,38.143392,13.359086,12,39,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,25.69,18.64
AC068AC,ALB_269,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,011,Ficus microcarpa,Cercine,38.143397,13.359164,12,37,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,25.48,18.49
AC069AC,ALB_270,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,012,Ficus microcarpa,Cercine,38.143409,13.359247,12,34,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,25.16,18.25
AC070AC,ALB_271,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,013,Ficus microcarpa,Cercine,38.143422,13.359338,12,53,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.2,19.73
AC071AC,ALB_272,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,014,Ficus microcarpa,Cercine,38.143435,13.359424,12,35,1.2,1,C/D,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,25.26,18.33
AC072AC,ALB_273,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,015,Ficus microcarpa,Cercine,38.143450,13.359501,12,50,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.88,19.5
AC073AC,ALB_274,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,016,Ficus microcarpa,Cercine,38.143462,13.359584,12,62,1.2,1,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.17,20.44
AC074AC,ALB_275,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,017,Ficus microcarpa,Cercine,38.143485,13.359816,12,55,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.41,19.89
AC075AC,ALB_276,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,018,Ficus microcarpa,Cercine,38.143516,13.360014,12,65,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.49,20.67
AC076AC,ALB_277,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,019,Ficus microcarpa,Cercine,38.143533,13.360147,12,60,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.95,20.28
AC077AC,ALB_278,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,020,Ficus microcarpa,Cercine,38.143545,13.360269,12,65,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.49,20.67
AC078AC,ALB_279,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,021,Ficus microcarpa,Aiuola pedonale,38.143564,13.360388,12,55,1.2,1,C/D,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.41,19.89
AC079AC,ALB_280,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,022,Ficus microcarpa,Aiuola pedonale,38.143578,13.360521,12,57,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.63,20.05
AC080AC,ALB_281,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,023,Ficus microcarpa,Cercine,38.143627,13.360781,12,42,1.2,1,D,APL.018S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,,,,,Abbattimento chioma espansa h.12-16m,cad,€316.90,Acquasanta,Montepellegrino,VIII,26.02,18.88
AC081AC,ALB_282,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,024,Ficus microcarpa,Aiuola pedonale,38.143641,13.360941,12,55,1.2,1,C/D,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.41,19.89
AC082AC,ALB_283,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,025,Ficus microcarpa,Aiuola pedonale,38.143650,13.361094,12,60,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.95,20.28
AC083AC,ALB_284,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,026,Ficus microcarpa,Aiuola pedonale,38.143661,13.361200,12,55,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.41,19.89
AC084AC,ALB_285,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,027,Ficus microcarpa,Aiuola pedonale,38.143672,13.361317,12,48,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.66,19.34
AC085AC,ALB_286,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,028,Ficus microcarpa,Cercine,38.143686,13.361446,12,55,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.41,19.89
AC086AC,ALB_287,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,029,Ficus microcarpa,Cercine,38.143698,13.361538,12,62,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.17,20.44
AC087AC,ALB_288,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,030,Ficus microcarpa,Aiuola pedonale,38.143747,13.361995,12,75,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,29.56,21.45
AC088AC,ALB_289,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,031,Ficus microcarpa,Aiuola pedonale,38.143766,13.362088,12,45,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.34,19.11
AC089AC,ALB_290,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,032,Ficus microcarpa,Aiuola pedonale,38.143774,13.362157,12,48,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.66,19.34
AC090AC,ALB_291,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,033,Ficus microcarpa,Aiuola pedonale,38.143774,13.362157,12,46,1.2,1,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.45,19.19
AC091AC,ALB_292,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,034,Ficus microcarpa,Aiuola pedonale,38.143792,13.362313,12,62,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.17,20.44
AC092AC,ALB_293,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,035,Ficus microcarpa,Aiuola pedonale,38.143835,13.362545,12,50,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.88,19.5
AC093AC,ALB_294,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,036,Ficus microcarpa,Aiuola pedonale,38.143844,13.362635,12,52,1.2,1,C/D,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.09,19.66
AC094AC,ALB_295,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,037,Ficus microcarpa,Aiuola pedonale,38.143848,13.362707,12,48,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.66,19.34
AC095AC,ALB_296,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,038,Ficus microcarpa,Aiuola pedonale,38.143860,13.362795,12,45,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.34,19.11
AC096AC,ALB_297,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,039,Ficus microcarpa,Aiuola pedonale,38.143868,13.362883,12,46,1.2,1,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.45,19.19
AC097AC,ALB_298,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,040,Celtis australis,Aiuola pedonale,38.143882,13.362956,12,51,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.99,20.33
AC098AC,ALB_299,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,041,Celtis australis,Cercine,38.143890,13.363041,12,48,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.65,20.09
AC099AC,ALB_300,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,042,Ficus microcarpa,Aiuola pedonale,38.143934,13.363335,12,52,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.09,19.66
AD000AD,ALB_301,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,043,Ficus microcarpa,Aiuola pedonale,38.143944,13.363437,12,60,1.2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.95,20.28
AD001AD,ALB_302,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,044,Ficus microcarpa,Cercine,38.143979,13.363818,12,62,1,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.17,20.44
AD002AD,ALB_303,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,045,Ficus rubiginosa,Cercine,38.143990,13.363878,7,32,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,17.63,12.76
AD003AD,ALB_304,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,046,Ficus rubiginosa,Cercine,38.143996,13.363941,10,35,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,17.86,12.93
AD004AD,ALB_305,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,047,Ficus microcarpa,Cercine,38.144006,13.363994,12,42,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.02,18.88
AD005AD,ALB_306,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,048,Ficus microcarpa,Cercine,38.144009,13.364053,12,45,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.34,19.11
AD006AD,ALB_307,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,049,Ficus microcarpa,Cercine,38.144022,13.364105,12,52,2,1.5,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.09,19.66
AD007AD,ALB_308,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,050,Ficus microcarpa,Aiuola pedonale,38.144045,13.364246,12,65,1.5,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.49,20.67
AD008AD,ALB_309,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,051,Ficus microcarpa,Aiuola pedonale,38.144073,13.364408,12,55,1.5,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.41,19.89
AD009AD,ALB_310,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,052,Ficus microcarpa,Aiuola pedonale,38.144137,13.364894,12,50,1.5,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.88,19.5
AD010AD,ALB_311,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,053,Ficus microcarpa,Aiuola pedonale,38.144160,13.365020,12,68,1.5,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.81,20.9
AD011AD,ALB_312,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,054,Ficus microcarpa,Aiuola pedonale,38.144174,13.365146,12,60,1.5,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,27.95,20.28
AD012AD,ALB_313,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,055,Schinus molle,Cercine,38.144429,13.366303,12,75,2,n/a,B,APL.026S,Allargamento cercine,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.68,19.39
AD013AD,ALB_314,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,056,Schinus molle,Cercine,38.144536,13.366132,10,70,0.2,2,D,APL.017S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,,,,,Abbattimento chioma espansa h.6-12m,cad,€256.86,Acquasanta,Montepellegrino,VIII,26.19,19.04
AD014AD,ALB_315,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,057,Schinus molle,Cercine,38.144477,13.366021,12,38,0.2,2,B,APL.026S,Allargamento cercine,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,23.09,16.78
AD015AD,ALB_316,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,058,Schinus molle,Cercine,38.144429,13.365904,12,75,2,n/a,C,APL.026S,Allargamento cercine,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,26.68,19.39
AD016AD,ALB_317,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,059,Schinus molle,Cercine,38.144386,13.365572,12,67,0.2,1.2,C,APL.026S,Allargamento cercine,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,25.9,18.82
AD017AD,ALB_318,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,060,Schinus molle,Cercine,38.144376,13.365446,12,47,0.2,1,C,APL.026S,Allargamento cercine,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,23.96,17.41
AD018AD,ALB_319,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,061,Schinus molle,Cercine,38.144349,13.365369,12,35,0.2,1,C,APL.026S,Allargamento cercine,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,22.8,16.57
AD019AD,ALB_320,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,062,Schinus molle,Cercine,38.144336,13.365270,12,65,0.2,0.5,C,APL.026S,Allargamento cercine,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,25.71,18.68
AD020AD,ALB_321,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,063,Ficus microcarpa,Aiuola pedonale,38.144318,13.364999,12,69,2.2,1,D,APL.018S,,,SIC24_1.6.2,"Rimozione ceppaie 0,5-1,5 m³",€228.15,,Fornitura e messa a dimora…,Fornitura con posa in opera di una pianta,,,,,,,Abbattimento chioma espansa h.12-16m,cad,€316.90,Acquasanta,Montepellegrino,VIII,28.92,20.98
AD021AD,ALB_322,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,064,Ficus microcarpa,Aiuola pedonale,38.144302,13.364905,12,66,2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,28.6,20.75
AD022AD,ALB_323,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,065,Ficus microcarpa,Aiuola pedonale,38.144290,13.364812,12,71,2,1,C,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,29.13,21.14
AD023AD,ALB_324,Via Rizzo Ammiraglio,41870,930,01/01/1025,Dott. Roberto Marceddu,066,Ficus microcarpa,Aiuola pedonale,38.144281,13.364725,12,70,2,1,B,APL.026S,,,,,,,,,,,,,,,Potatura ars topiaria base 20-30m²,cad,€575.20,Acquasanta,Montepellegrino,VIII,29.03,21.06
